Year,Month,Timestamp,Temperature_C,pH,Dissolved_oxygen_mg_L,Turbidity (NTU),Fish_length
2025,1,07:30:00,25.66,7.65,7.1,3.3,5.39
2025,1,08:00:00,25.34,7.73,6.74,3.3,5.39
2025,1,08:30:00,25.04,7.63,5.92,3.3,5.39
2025,1,09:00:00,24.91,7.53,6.2,3.3,5.40
2025,1,09:30:00,24.81,7.6,5.48,3.3,5.39
2025,1,10:00:00,25.13,7.54,5.16,3.3,5.39
2025,1,10:30:00,25.64,7.61,5.06,3.3,5.39
2025,1,11:00:00,26.04,7.62,4.9,3.3,5.39
2025,1,11:30:00,26.58,7.55,4.31,3.3,5.40
2025,1,12:00:00,27.26,7.59,4.6,3.3,5.44
2025,1,12:30:00,27.65,7.72,4.32,3.3,5.43
2025,1,13:00:00,27.86,7.55,4.55,3.3,5.43
2025,1,13:30:00,28.54,7.57,5.24,3.3,5.43
2025,1,14:00:00,28.9,7.58,5.02,3.3,5.44
2025,1,14:30:00,28.92,7.57,5.83,3.3,5.43
2025,1,15:00:00,28.91,7.5,5.94,3.3,5.45
2025,1,15:30:00,29.1,7.46,6.41,3.3,5.44
2025,1,16:00:00,28.61,7.44,6.57,3.3,5.43
2025,1,16:30:00,28.37,7.44,7.1,3.3,5.44
2025,1,17:00:00,27.95,7.45,7.46,3.3,5.44
2025,1,17:30:00,27.42,7.45,7.59,3.3,5.43
2025,1,18:00:00,26.85,7.38,7.31,3.3,5.43
2025,1,18:30:00,26.53,7.46,7.74,3.3,5.44
2025,1,19:00:00,26,7.38,7.26,3.3,5.44
2025,1,19:30:00,25.52,7.36,7.16,3.3,5.43
2025,1,20:00:00,25.12,7.53,6.8,3.3,5.43
2025,1,20:30:00,25.05,7.49,6.41,3.3,5.44
2025,1,21:00:00,24.94,7.46,6.21,3.3,5.44
2025,1,21:30:00,25.17,7.38,5.42,3.3,5.43
2025,1,22:00:00,25.02,7.34,4.74,3.3,5.44
2025,1,22:30:00,25.74,7.41,4.95,3.3,5.43
2025,1,23:00:00,26.11,7.35,4.57,3.3,5.42
2025,1,23:30:00,26.59,7.43,4.59,3.3,5.44
2025,1,00:00:00,26.9,7.45,4.39,3.3,5.48
2025,1,00:30:00,27.66,7.44,4.52,3.3,5.47
2025,1,01:00:00,27.89,7.35,4.55,3.3,5.48
2025,1,01:30:00,28.44,7.44,4.81,3.3,5.48
2025,1,02:00:00,28.61,7.44,5.31,3.3,5.46
2025,1,02:30:00,29.07,7.37,5.48,3.3,5.49
2025,1,03:00:00,29.13,7.44,5.56,3.3,5.48
2025,1,03:30:00,28.9,7.49,6.4,3.3,5.48
2025,1,04:00:00,29.02,7.41,6.72,3.3,5.48
2025,1,04:30:00,28.18,7.42,7.5,3.3,5.47
2025,1,05:00:00,28.23,7.43,6.93,3.3,5.48
2025,1,05:30:00,27.7,7.44,7.31,3.3,5.48
2025,1,06:00:00,27.15,7.39,7.55,3.3,5.48
2025,1,06:30:00,26.5,7.41,7.47,3.3,5.47
2025,1,07:00:00,25.9,7.44,7.02,3.3,5.48
2025,1,07:30:00,25.44,7.48,7.26,3.3,5.49
2025,1,08:00:00,25.31,7.4,6.83,3.3,5.47
2025,1,08:30:00,25.19,7.54,6.19,3.3,5.48
2025,1,09:00:00,24.99,7.44,6.22,3.3,5.48
2025,1,09:30:00,25.1,7.3,5.59,3.3,5.47
2025,1,10:00:00,25.23,7.37,5.14,3.3,5.47
2025,1,10:30:00,25.69,7.47,4.96,3.3,5.49
2025,1,11:00:00,26.04,7.46,4.73,3.3,5.48
2025,1,11:30:00,26.48,7.45,4.44,3.3,5.48
2025,1,12:00:00,26.99,7.55,4.74,3.3,5.51
2025,1,12:30:00,27.46,7.58,4.63,3.3,5.51
2025,1,13:00:00,28,7.44,5.07,3.3,5.52
2025,1,13:30:00,28.45,7.51,4.66,3.3,5.51
2025,1,14:00:00,28.67,7.5,5.35,3.3,5.51
2025,1,14:30:00,28.94,7.49,5.98,3.3,5.51
2025,1,15:00:00,28.82,7.43,6.02,3.3,5.51
2025,1,15:30:00,28.79,7.59,6.54,3.3,5.52
2025,1,16:00:00,28.73,7.54,6.92,3.3,5.52
2025,1,16:30:00,28.78,7.55,6.83,3.3,5.52
2025,1,17:00:00,27.91,7.61,7.47,3.3,5.52
2025,1,17:30:00,27.78,7.56,7.61,3.3,5.51
2025,1,18:00:00,27.21,7.56,7.24,3.3,5.51
2025,1,18:30:00,26.38,7.56,7.67,3.3,5.51
2025,1,19:00:00,26.07,7.59,7.02,3.3,5.51
2025,1,19:30:00,25.72,7.51,7.02,3.3,5.52
2025,1,20:00:00,25.21,7.64,6.99,3.3,5.51
2025,1,20:30:00,25.09,7.68,6.41,3.3,5.51
2025,1,21:00:00,25.13,7.63,6.28,3.3,5.51
2025,1,21:30:00,25.12,7.65,5.72,3.3,5.51
2025,1,22:00:00,25.37,7.69,5.55,3.3,5.52
2025,1,22:30:00,25.54,7.71,4.91,3.3,5.52
2025,1,23:00:00,25.9,7.73,4.6,3.3,5.50
2025,1,23:30:00,26.58,7.76,4.89,3.3,5.51
2025,1,00:00:00,26.58,7.66,4.17,3.3,5.55
2025,1,00:30:00,27.45,7.76,4.7,3.3,5.55
2025,1,01:00:00,28.04,7.82,4.59,3.3,5.55
2025,1,01:30:00,28.6,7.72,4.85,3.3,5.55
2025,1,02:00:00,28.75,7.68,5.33,3.3,5.55
2025,1,02:30:00,29.12,7.73,5.53,3.3,5.55
2025,1,03:00:00,29.11,7.7,6.14,3.3,5.55
2025,1,03:30:00,29.13,7.78,6.55,3.3,5.54
2025,1,04:00:00,28.74,7.78,6.75,3.3,5.55
2025,1,04:30:00,28.11,7.83,6.91,3.3,5.55
2025,1,05:00:00,28.12,7.84,7.58,3.3,5.54
2025,1,05:30:00,27.4,7.84,7.3,3.3,5.54
2025,1,06:00:00,26.89,7.95,7.55,3.3,5.55
2025,1,06:30:00,26.43,7.81,7.63,3.3,5.55
2025,1,07:00:00,26.15,7.8,7.48,3.3,5.54
2025,1,07:30:00,25.79,7.88,7.43,3.3,5.55
2025,1,08:00:00,25.06,7.77,6.8,3.3,5.55
2025,1,08:30:00,25.1,7.89,6.4,3.3,5.55
2025,1,09:00:00,25.04,7.89,6.38,3.3,5.55
2025,1,09:30:00,25.17,7.9,5.78,3.3,5.55
2025,1,10:00:00,25.04,8,5.46,3.3,5.55
2025,1,10:30:00,25.77,7.9,4.75,3.3,5.54
2025,1,11:00:00,26.15,7.92,4.85,3.3,5.55
2025,1,11:30:00,26.54,7.95,4.53,3.3,5.55
2025,1,12:00:00,27.1,7.95,4.34,3.3,5.60
2025,1,12:30:00,27.58,7.91,4.43,3.3,5.59
2025,1,13:00:00,27.97,7.88,4.71,3.3,5.60
2025,1,13:30:00,28.48,8.01,5.34,3.3,5.59
2025,1,14:00:00,28.48,7.9,5.27,3.3,5.59
2025,1,14:30:00,28.71,7.95,5.51,3.3,5.58
2025,1,15:00:00,29.02,7.98,6.05,3.3,5.60
2025,1,15:30:00,28.87,7.94,5.91,3.3,5.60
2025,1,16:00:00,28.76,7.97,6.79,3.3,5.59
2025,1,16:30:00,28.2,7.93,7.37,3.3,5.60
2025,1,17:00:00,28,7.93,7.19,3.3,5.59
2025,1,17:30:00,27.39,7.89,7.46,3.3,5.59
2025,1,18:00:00,27.05,7.98,7.66,3.3,5.60
2025,1,18:30:00,26.44,8.01,7.49,3.3,5.59
2025,1,19:00:00,26.07,8.03,7.34,3.3,5.59
2025,1,19:30:00,25.61,7.96,6.84,3.3,5.60
2025,1,20:00:00,25.36,8,6.99,3.3,5.59
2025,1,20:30:00,25.06,8.02,6.5,3.3,5.59
2025,1,21:00:00,25.17,8.07,5.91,3.3,5.58
2025,1,21:30:00,24.96,8.04,5.5,3.3,5.58
2025,1,22:00:00,25.09,7.95,5.11,3.3,5.59
2025,1,22:30:00,25.81,8.09,5.15,3.3,5.59
2025,1,23:00:00,26.21,8.12,5.11,3.3,5.59
2025,1,23:30:00,26.36,8,4.97,3.3,5.60
2025,1,00:00:00,27.13,7.93,4.6,3.3,5.62
2025,1,00:30:00,27.38,8,4.45,3.3,5.62
2025,1,01:00:00,27.98,8.02,4.75,3.3,5.61
2025,1,01:30:00,28.52,8.05,4.93,3.3,5.62
2025,1,02:00:00,28.94,8.04,4.96,3.3,5.61
2025,1,02:30:00,28.98,7.93,5.41,3.3,5.61
2025,1,03:00:00,29.02,7.93,6.24,3.3,5.62
2025,1,03:30:00,28.88,7.96,6.56,3.3,5.62
2025,1,04:00:00,28.8,7.91,6.83,3.3,5.62
2025,1,04:30:00,28.29,7.94,7.31,3.3,5.61
2025,1,05:00:00,27.84,7.97,6.94,3.3,5.62
2025,1,05:30:00,27.4,7.86,7.27,3.3,5.61
2025,1,06:00:00,26.98,7.94,7.79,3.3,5.62
2025,1,06:30:00,26.51,7.85,7.42,3.3,5.62
2025,1,07:00:00,26.18,7.87,7.5,3.3,5.61
2025,1,07:30:00,25.39,7.85,7.39,3.3,5.62
2025,1,08:00:00,25.44,8.03,6.46,3.3,5.61
2025,1,08:30:00,25.2,7.97,6.22,3.3,5.62
2025,1,09:00:00,25.26,7.83,6.12,3.3,5.61
2025,1,09:30:00,24.97,7.93,5.74,3.3,5.61
2025,1,10:00:00,25.46,7.88,5.39,3.3,5.61
2025,1,10:30:00,25.88,7.9,5.02,3.3,5.61
2025,1,11:00:00,25.8,7.82,4.79,3.3,5.62
2025,1,11:30:00,26.36,7.75,4.68,3.3,5.61
2025,1,12:00:00,26.95,7.79,4.76,3.3,5.65
2025,1,12:30:00,27.88,7.79,4.25,3.3,5.64
2025,1,13:00:00,27.92,7.81,4.45,3.3,5.65
2025,1,13:30:00,28.63,7.89,4.84,3.3,5.64
2025,1,14:00:00,28.67,7.73,5.32,3.3,5.65
2025,1,14:30:00,28.97,7.69,5.53,3.3,5.65
2025,1,15:00:00,29.22,7.68,6.07,3.3,5.65
2025,1,15:30:00,28.8,7.72,6.43,3.3,5.65
2025,1,16:00:00,28.57,7.79,6.51,3.3,5.65
2025,1,16:30:00,28.3,7.77,6.88,3.3,5.65
2025,1,17:00:00,27.86,7.67,7.19,3.3,5.65
2025,1,17:30:00,27.43,7.7,7.5,3.3,5.65
2025,1,18:00:00,26.85,7.85,7.42,3.3,5.65
2025,1,18:30:00,26.93,7.69,7.5,3.3,5.65
2025,1,19:00:00,25.82,7.65,7.32,3.3,5.65
2025,1,19:30:00,25.7,7.7,7.1,3.3,5.65
2025,1,20:00:00,25.29,7.6,6.86,3.3,5.66
2025,1,20:30:00,25.23,7.68,6.29,3.3,5.65
2025,1,21:00:00,24.92,7.59,5.93,3.3,5.64
2025,1,21:30:00,25.27,7.58,5.58,3.3,5.65
2025,1,22:00:00,25.38,7.6,5.15,3.3,5.65
2025,1,22:30:00,25.64,7.54,5.15,3.3,5.65
2025,1,23:00:00,26.08,7.72,4.35,3.3,5.64
2025,1,23:30:00,26.46,7.67,4.33,3.3,5.65
2025,1,00:00:00,26.81,7.51,4.48,3.3,5.68
2025,1,00:30:00,27.47,7.6,4.4,3.3,5.67
2025,1,01:00:00,27.84,7.56,5.01,3.3,5.68
2025,1,01:30:00,28.45,7.55,5,3.3,5.68
2025,1,02:00:00,28.97,7.56,5.02,3.3,5.67
2025,1,02:30:00,29.07,7.56,5.71,3.3,5.67
2025,1,03:00:00,29.24,7.46,5.9,3.3,5.68
2025,1,03:30:00,29.01,7.56,6.28,3.3,5.68
2025,1,04:00:00,28.83,7.52,6.72,3.3,5.68
2025,1,04:30:00,28.73,7.4,7.05,3.3,5.68
2025,1,05:00:00,28.21,7.48,7.15,3.3,5.67
2025,1,05:30:00,27.35,7.43,7.5,3.3,5.68
2025,1,06:00:00,27.02,7.46,7.73,3.3,5.68
2025,1,06:30:00,26.42,7.47,7.55,3.3,5.67
2025,1,07:00:00,25.8,7.45,7.51,3.3,5.69
2025,1,07:30:00,25.76,7.43,7.45,3.3,5.67
2025,1,08:00:00,25.35,7.43,6.73,3.3,5.69
